id,title,sector,sector_label,skill_tag
913,개발자,Anonymous,22,"FULL-STACK DEVELOPMENT,FULL-STACK ENGINEER,BACK-END, DATA ANALYSIS"
914,앱 개발자(AI 기반 골프스윙분석 플랫폼),Mobile,5,"ANDROID,JAVA,MYSQL,AMAZON AWS,서버관리,BACK-END,FRONT-END,GITHUB"
915,Computer Vision Engineer,Computer-vision,16,"C++,C,UBUNTU LINUX,ROS,자율주행,IMAGE-PROCESSING,DEEP-LEARNING,MACHINE LEARNING ,영어"
916,차세대 주차 솔루션 개발 팀원 모집,Anonymous,22,"PYTHON,NODE.JS,MYSQL,JQUERY,MONGODB,JAVASCRIPT,HTML5,FRONT-END,BACK-END,풀스택개발,GIT,BOOTSTRAP,ANDROID,영어"
917,ICT서비스본부 신입(정규직) 채용,Anonymous,22,"JAVA,JAVASCRIPT"
918,A.I. Big Data Cloud 기반 소프트웨어직군,Data-engineer,7,"AI,인공지능,ARTIFICIAL-INTELLIGENCE,딥러닝,머신러닝,기계학습,DATA SCIENCE,NLP,BIG DATA,MACHINE-LEARNING"
919,백엔드 개발자 채용,Back-end,0,"PYTHON,NODE.JS,BACK-END,GIT,GITHUB,MYSQL,서버관리,MICROSOFT AZURE,NAVER CLOUD,NAVER CLOUD PLATFORM,금융클라우드,영어"
920,"웹 퍼블리셔, UI/UX & Markup Developer",Web-publisher,14,"CSS,JAVASCRIPT,SEO,GIT,SASS,VUE,ZEPLIN,UI/UX디자인,웹디자인,HTML,ADOBE ILLUSTRATOR,ADOBE PHOTOSHOP,VUEX,REACT,FIGMA,SKETCH,영어,중국어,일본어"
921,파이썬 개발자/ Python Developer / 소프트웨어 엔지니어,Anonymous,22,"PYTHON,PYQT,GUI,GIT,LINUX"
922,[그로우코퍼레이션] Back-end Engineer,Back-end,0,
923,Back-end Developer / 백엔드 개발자 / 백앤드 개발자,Back-end,0,"JAVACRIPT,NODE.JS,DATABASE,BACK-END,RESTFUL-API,RDB,NOSQL"
924,"Front-end Developer, 프론트엔드 개발자 채용",Front-end,1,"HTML,JAVACRIPT,CSS,WEB-FRAMEWORKS,ANGULAR,VUE,REACT,CI/CD"
925,"Back-end 개발자 채용 (Django, 개발 경력 6년 이상 팀장급)",Back-end,0,"AMAZON AWS,GITLAB,PYTHON,DJANGO,DJANGO REST FRAMEWORK,DOCKER,DOCKER/KUBERNETES,PYTHON DJANGO,POSTGRESQL"
926,글로벌 App 서비스 함께하실 Windows App 엔지니어 채용,Mobile,5,"C/C++,WINDOWS-APPLICATION"
927,영업/자바개발자/DB모델러/분석모델러 채용합니다,JAVA-dev,21,"JAVA,PYTHON,R,NODE.JS,VUE.JS,JAVASCRIPT,JQUERY"
928,디지털 치료기기 어플 QA,QA/QC,23,
929,Web Developer / Back-End(백엔드),Back-end,0,
930,백엔드 개발자,Back-end,0,
931,인공지능(AI) 개발자,Machine-learning,9,
932,웹개발 담당자 채용,WEB/Full-stack,2,"PHP,SPRING,ASP.NET,MYSQL,FRONT-END,DOCKER,RESTFUL-API,풀스택개발"
933,백엔드 개발자 (Back-End Engineer),Back-end,0,"WEB,APP DESIGN,WEB-APPLICATIONS,DJANGO,SPRING,SPRING-BOOT,GIS,백엔드개발자,BACK-END,LINUX,DOCKER"
934,데이터 검수 개발자,QA/QC,23,"C,C++,PYTHON,AI,BIG DATA,빅데이터"
935,프론트 엔드 개발자 (Front-End Engineer),Front-end,1,"FRONT-END,WEB FRONT-END,ANGLUARJS,REACT.JS,BOOTSTRAP,HTML"
936,"영상처리 AI 개발자 (딥러닝, 머신러닝 개발자)",Computer-vision,16,"REALTIME DETECTION,INSTANCE SEGMENTATION,TENSORFLOW, TENSORFLOW, KERAS 등 머신러닝/딥러닝 ,PYTORCH,AI,EMBEDDED,인공지능,딥러닝,머신러닝,KERAS,영어"
937,"""인공지능/AI 컴퓨터비전 & 드론/로봇/머신 정밀제어 핵심 SW개발자 채용""",Computer-vision,16,"PYTHON,C++,JAVA,BACK-END,JETSONTX2,NX,CAT,ARM,C,LINUX,DOCKER,EAGLECAD,영어,한국어"
938,[정규직/신입가능] 파이썬 라이브러리 개발자,Anonymous,22,"PYTHON,AMAZON AWS,GIT,GITHUB,FRONT-END,BACK-END,풀스택개발"
939,[정규직/신입가능] 데이터 분석가,Data-analyst,6,"PYTHON,JUPYTER NOTEBOOK,DATA-VISUALIZATION,공공데이터 API,WEB SCRAPING,STATISTICAL DATA ANALYSIS,MACHINE LEARNING "
940,[정규직/신입가능] 데이터 엔지니어,Data-engineer,7,"SQL,DBA,DATABASE,MONGODB,WEB SCRAPING,SELENIUM,BEAUTILUL SOUP,AMAZON AWS,PYTHON"
941,[KT그룹-업계 1위 (주)나스미디어] 웹개발 채용,WEB/Full-stack,2,"PHP,LAPM,JAVASCRIPT,JQUERY,CODEIGNITER,퍼블리싱,광고 플랫폼,아키텍처 설계"
942,[KT그룹-업계 1위 (주)나스미디어] 웹개발 채용,WEB/Full-stack,2,"PHP,MYSQL,CODEIGNITER,웹서비스 개발,프론트엔드 개발"
943,모바일/웹 개발자,Mobile,5,"ANDROID,KOTLIN,IOS,SWIFT,모바일앱개발,NATIVE APP 개발,WEB,REACT.JS,TYPESCRIPT"
944,React Native 개발자 구인 (모바일 패션앱),Mobile,5,"REACT,REACT-NATIVE,JAVASCRIPT"
945,이커머스 플랫폼 개발자,Back-end,0,
946,이커머스 프론트엔드 개발자,Front-end,1,
947,커머스 서버 개발 전문가,Back-end,0,
948,IOS 앱 개발,IOS,4,
949,CTO,CTO,19,"풀스택개발,AMAZON AWS,FRONT-END,BACK-END"
950,Full stack Engineer,WEB/Full-stack,2,"RUBY ON RAILS,VUE.JS"
951,[부산] 웹 백엔드 경력자 채용,Back-end,0,"JAVA,PHP,PYTHON,NODE.JS,AMAZON AWS,BACK-END,풀스택개발,JSP,MYSQL,JQUERY,JAVASCRIPT,REACT,VUE.JS"
952,JAVA SPRING 이커머스 시니어 개발자 채용,JAVA-dev,21,"JAVA,MYSQL,AMAZON AWS,풀스택개발,BACK-END,FRONT-END,KENDO GRID"
953,[웹개발자] 세계 명품 시장 타겟팅한 플랫폼을 함께 만들어가실 웹개발자를 채용합니다.,WEB/Full-stack,2,"RUBY,웹애플리케이션,AMAZON AWS,EC사이트,PG사 연동,리액트"
954,Front-end developer,Front-end,1,"AMAZON AWS,JAVASCRIPT,BACK-END,JQUERY,FRONT-END,REACT,풀스택개발,PYTHON,ANDROID,IOS"
955,웹/서버 분야 개발자(인턴/신입/경력),Back-end,0,"풀스택개발,FRONT-END,REACT,AMAZON AWS,GIT,NODE.JS,WEBRTC,EXPRESSJS"
956,(주)델미텐츠 웹 프론트 개발자 경력 채용,Front-end,1,"JQUERY,JAVASCRIPT,HTML5,CSS3,FRONT-END,AJAX,BACK-END,풀스택개발자,PHP,MYSQL,JSP"
957,[트레져헌터] 백엔드 개발자,Back-end,0,"BACK-END,PYTHON,JAVA,JAVASCRIPT"
958,Data Engineer,Data-engineer,7,"PYTHON,R,SCALA,JULIA, TENSORFLOW, KERAS 등 머신러닝/딥러닝 ,WEB SCRAPING,ETL,HADOOP,WEB CRAWLING,DATAMINING,데이터마이닝,SPARK,영어,중국어,일본어"
959,[정규직 경력] 웹 응용 프로그램 개발자 채용,WEB/Full-stack,2,"JAVA,MYSQL,JAVASCRIPT,ANGULARJS,JSP,FRONT-END,BACK-END,HTML5,CSS3,JQUERY,MYBATIS,SPRINGBOOT,SPRING-FRAMEWORK"
960,Frontend Developer,Front-end,1,
961,Back-end Software Engineer,Back-end,0,"BACK-END,GITHUB,NODE.JS,AMAZON AWS"
962,[로아인텔리전스] 개발팀 전직군 채용,Anonymous,22,"PYTHON,JAVA,AMAZON AWS,BACK-END,JAVASCRIPT,GITHUB,서버관리,GCP,SQL,HTML,CSS"
963,Junior Financial Software Engineer,Anonymous,22,"C,ORACLE,LINUX,금융투자,자산운용,핀테크,펀드,FRONT-OFFICE,금융IT"
964,체외진단 의료기기 소프트웨어 개발 부문 신입/경력자 모십니다,Anonymous,22,"C,C++,C#,영어"
965,[가상화폐/암호화폐] 트레이딩 프로그램 개발자 구인,Block-chain,17,"개발언어,JAVASCRIPT,PYTHON,C++,C#,JAVA,HTTP,TCP,UDP,QT,영어"
966,피처링 Backend 웹개발자 채용,Back-end,0,"PYTHON,AMAZON AWS,풀스택개발,BACK-END,FRONT-END,GIT,JAVASCRIPT,JAVA,PHP,서버관리"
967,피처링 Frontend 개발자 채용,Front-end,1,"PYTHON,NODE.JS,ANGULARJS,JQUERY,FRONT-END,JAVASCRIPT,HTML5,REACT,CSS,BOOTSTRAP,풀스택개발,HTML,VUE.JS,웹 프론트엔드 개발(HTML5/CSS3/JAVASCRIPT/VUE.JS)"
968,JAVA 웹개발,JAVA-dev,21,"JAVA,JSP,MYSQL,REST"
969,"[대규모] 삼성전자 시스템 운영, DB분석 담당 채용",DevOps,10,"SQL,JAVA,.NET,SPRING-FRAMEWORK,ANDROID,C++,C,JSP,ASP,PHP,UNIX,RED HAT ENTERPRISE LINUX ,WINDOWS,WEB,MS-SQL,POSTGRESQL,ORACLE,MYBATIS,DB2,TIBERO,SAP"
970,[CryptoParadise] Back-end Junior Developer,Back-end,0,"REST,NODE.JS,JAVASCRIPT,ES6,TYPESCRIPT,GRAPHQL,AWS,AZURE,ALIBABA CLOUD,GOOGLE CLOUD PLATFORM (GCP),TRAVIS CI,AZURE PIPELINES,JENKINS,SPINNAKER,KUBERNETES,ISTIO"
971,[CryptoParadise] Front-end Junior Developer,Front-end,1,"TYPESCRIPT,ES6,REACT HOOKS,NEXT.JS,HTML5,GRAPHQL,THREE.JS,REACT,FRONT-END,BLOCKCHAIN,WEBGL"
972,펌웨어개발및 앱개발자,Mobile,5,"PCB ARTWORK,회로설계,펌웨어개발,영어"
973,Backend Engineer 채용 (Java / Spring),JAVA-dev,21,"JAVA,SPRING,POSTGRESQL,MYSQL,BACK-END,NOSQL,백엔드 개발,LINUX,DOCKER,KUBERNETES,KAFKA,RABBITMQ,CASSANDRA,ELASTICSEARCH,AMAZON AWS,KOTLIN,REDIS,SPRINGBOOT,NGINX,MESSAGEQUEUES"
974,Mobile Engineer (Android / iOS / Flutter) 채용,Mobile,5,"ANDROID,JAVA,IOS,SWIFT,KOTLIN,REACT,FLUTTER,OBJECTIVE-C,FLUX"
975,"Frontend Engineer 채용 (React or Vue or Angular, Front)",Front-end,1,"JAVASCRIPT,TYPESCRIPT,RESTFUL,REACT,웹 프론트엔드 개발(HTML5/CSS3/JAVASCRIPT/VUE.JS),ANGULARJS,UI/UX ,RXJS,FRONT-END,HTML5,CSS,VUE.JS,CSS3,JQUERY"
976,[블록체인/핀테크] 디지털자산관리 플랫폼 back-end / front-end 개발자 2분을 모십니다.,Block-chain,17,"FRONT-END,REACT.JS,HTML5,CSS,TYPESCRIPT,REDIS,FULLSTACK DEVELOPMENT,JAVA,DEFI, BLOCKCHAIN,알고리즘트레이딩,트레이딩,시스템트레이딩,핀테크,API"
977,데이터베이스 소프트웨어 웹 개발자 모집 (백엔드),Back-end,0,"LINUX,BACK-END,FRONT-END,HTML5,CSS,JAVASCRIPT,VUE.JS,GOLANG"
978,데이터베이스 소프트웨어 경력직 개발자 모집(C / C++),C#/C++/C,24,"C,C++,LINUX,SQL,JAVA,C#,PYTHON,GIT"
979,Cloud 서비스 개발 담당자 모집,DevOps,10,"AMAZON AWS,AWS,AWS CDK,SERVERLESS,JAVASCRIPT"
980,프론트엔드 개발,Front-end,1,
981,클라우드 엔지니어(인프라),DevOps,10,
982,Senior System Engineer,DevOps,10,
983,그로잉세일즈의  Front-end 개발자를 모집합니다.,Front-end,1,"JAVASCRIPT,REACT,FRONT-END,CSS,HTML5,GITLAB,NOTION,한국어"
984,Food commerce 웹 퍼블리셔,Web-publisher,14,"JAVA,PHP,JQUERY,HTML&CSS3"
985,"백엔드 개발자(python/django, 신입 지원 가능)",Back-end,0,"PYTHON,DJANGO"
986,"백엔드 개발자 (Spring, AWS)",Back-end,0,"JAVA,BACK-END,AMAZON AWS,풀스택개발"
987,iOS 앱 개발자,IOS,4,"IOS,SWIFT,모바일앱개발,아이폰,IPHONE,아이폰개발자,IOS 앱개발"
988,AI Platform Backend Engineer,Back-end,0,
989,"클라우드 엔지니어 (팀장급/ IT인프라,클라우드,개발)",DevOps,10,
990,데브옵스(DevOps) 엔지니어,DevOps,10,
991,데이터매니지먼트 팀장,CTO,19,
992,검색엔진 개발 전문가,Data-engineer,7,
993,클라이언트 개발자님 모십니다.,Anonymous,22,"C#,UNITY 3D,클라이언트 개발,클라이언트 프로그래머"
994,서버 개발자님 모십니다.,Back-end,0,"MYSQL,AMAZON AWS,서버관리,BACK-END,AZURE,C#,.NET,.NET CORE,웹서비스 개발"
995,Front-end Engineer (전문연구요원/산업기능요원 보충역 지원가능),Front-end,1,"JAVASCRIPT,REACT"
996,웹 또는 앱 프론트 개발 담당자 모집합니다 글로벌 버젼,Front-end,1,"JAVA,ANDROID,JAVASCRIPT,HTML5,FRONT-END,MYSQL,REACT,CSS3"
997,"개발자 모집(인턴,주니어 지원 가능)",Anonymous,22,"PYTHON,DJANGO,BACK-END"
998,백엔드 서버 개발 및 데이터 처리 (python),Back-end,0,"PYTHON,DJANGO,RUBY,AMAZON AWS,BACK-END,서버관리"
999,데브옵스 (DevOps) 엔지니어 채용,DevOps,10,"AMAZON AWS,BACK-END,JAVASCRIPT,GOLANG,DOCKER/KUBERNETES,REST/GRAPHQL"
1000,App 개발자 채용,Mobile,5,"NODE.JS,ANGULARJS,TYPE-SCRIPT,CORDOVA,IONIC-FRAMEWORK"
1001,Front-end 개발자,Front-end,1,"FRONT-END,NODE.JS,JAVASCRIPT,TYPE-SCRIPT,REACT.JS,NEXT.JS"
1002,[다짐] 백엔드 개발자 채용 중! (1년 이상),Back-end,0,"NODE.JS,AMAZON AWS,MONGODB,JAVASCRIPT,BACK-END,TDD,REST API,GRAPHQL,ELASTICSEARCH,DOCKER"
1003,[다짐] 프론트엔드 개발자 채용 중! (3년 이상),Front-end,1,"REACT,FRONT-END,TYPESCRIPT,HTML5,CSS,GIT,REACTNATIVE"
1004,[신입/경력] Computer Vision & 자율주행 엔지니어,Computer-vision,16,"C++,PYTHON,SLAM,VISUAL SLAM,영어"
1005,Neubility SLAM/Robotics SW Engineer,Embedded/Robotics,12,"SLAM,VISUAL SLAM,ROBOTICS,SLAM-ALGORITHM,LOCALIZATION"
1006,Neubility Deep RL Engineer,Machine-learning,9,"REINFORCEMENTLEANING,REINFORCEMENT-LEARNING,C++,SOFTWARE DEVELOPEMENT,강화학습"
1007,[서핏] 프론트엔드 엔지니어 (Vue.js),Front-end,1,"VUE.JS,JAVASCRIPT(ES6),SASS/SCSS,GOOGLE CHROME EXTENSION,GIT,WEBPACK,REST API"
1008,프론트엔드 개발자(React/TS) 채용,Front-end,1,"JQUERY,ANGULARJS,NODE.JS,HTML5,CSS,JAVASCRIPT,FRONT-END,풀스택개발,BOOTSTRAP,HTML,REACT,GITHUB,AMAZON AWS,TYPESCRIPT,VUE.JS"
1009,안드로이드 개발 전문가,Android,3,
1010,구글 클라우드 플랫폼 엔지니어(데이터 플랫폼 구축 및 운영),DevOps,10,
1011,AWS 클라우드기반 오픈소스 개발자 (JS/TS/Python 위주),DevOps,10,"빅데이터,클라우드,SERVERLESS,TYPESCRIPT,JAVASCRIPT/NODEJS,백엔드,마이크로서비스,ELASTICSEARCH,AMAZON AWS,JAVASCRIPT,PYTHON,풀스택개발,NODE.JS,AMAZON DYNAMODB,MSA,BACK-END,FRONT-END,REACT,GITHUB,ANGULARJS"
1012,AI/딥러닝 플랫폼을 위한 백엔드 엔지니어,Back-end,0,"PYTHON,TYPESCRIPT,JAVASCRIPT,NODE.JS,AMAZON AWS,BACK-END,MONGODB,MYSQL"
1013,AI 딥러닝 엔지니어,Machine-learning,9,"TENSORFLOW,PYTORCH,PYTHON,PANDAS,NUMPY,FLASK,MATPLOTLIB,SCIKIT-LEARN,DEEP-LEARNING,MACHINE LEARNING ,인공지능,COMPUTER-VISION"
1014,AI/딥러닝 플랫폼을 위한 프런트엔드 엔지니어,Front-end,1,VUE.JS
1015,주식회사 꾼 개발자 신입/경력 채용 공고,Anonymous,22,"PYTHON,AMAZON AWS"
1016,[반려생활] 반려동물 스타트업에서 react-native 개발자를 모십니다.,Mobile,5,"REACT-NATIVE,ANDROID,IOS,REACT,REACT/REACT NATIVE"
1017,신입 개발자 채용 (Software Engineer),Anonymous,22,"PYTHON,DJANGO,NLTK,PANDAS,SCIKIT-LEARN,BACK-END,JAVASCRIPT,REACT,GRAPHQL,영어"
1018,Software Engineer - Data,Data-engineer,7,"DATA SCIENCE,데이터사이언스,빅데이터,DATA-WAREHOUSING,REAL-TIME STREAMING PROCESSING,데이터,통계학,R데이터분석,데이터마이닝,빅데이터 마이닝,R 통계,빅데이터 엔지니어,빅데이터 분석/인프라/가시화,DATA ANALYST,데이터 엔지니어,DATA MODELING,DATA ENGINEERING,R,기계학습,DATA-ANALYSIS"
1019,iOS 개발 전문가,IOS,4,
1020,Lead Software Engineer,CTO,19,"BACK-END,PYTHON,서버관리,DJANGO,풀스택개발,소프트웨어아키텍처,AMAZON AWS,NLTK,PANDAS,GRAPHQL,SCIKIT-LEARN"
1021,Software Engineer - Backend,Back-end,0,"BACK-END,PYTHON,서버관리,DJANGO,풀스택개발,소프트웨어아키텍처,AMAZON AWS,NLTK,PANDAS,GRAPHQL,SCIKIT-LEARN"
1022,Software Engineer - Frontend,Front-end,1,"REACT,NODE.JS,JAVASCRIPT,FRONT-END,CSS3,CSS,D3.JS,SSR,STYLED-COMPONENTS,GRAPHQL,AMAZON AWS"
1023,Backend Engineer,Back-end,0,"NODE.JS,RUST,PHP,AWS,LINUX,KUBERNETES,REDIS,KAFKA,ELASTICSEARCH,KIBANA"
1024,QA Engineer,QA/QC,23,"AGILE SCRUM,SOFTWARE-TESTING,ISTQB,SCRUM MASTER"
1025,백엔드 개발자(PHP),PHP-dev,25,"PHP7,MYSQL,MARIADB,RDBMS,CODEIGNITER,TRAVIS CI"
1026,[JAPAN] Local PM,Project-manager,13,"일본어,영어"
1027,프론트엔드 개발자(Vue.js),Front-end,1,"VUE.JS,FRONT-END,JAVASCRIPT,RESTFUL-API,WEBSOCKET,HTML5,CSS3"
1028,프론트엔드 개발자(React.js),Front-end,1,"REACT,VUE.JS,FRONT-END"
1029,"Back-end Engineer (Python, 3년 이상)",Back-end,0,"PYTHON,DJANGO,AMAZON AWS,JAVASCRIPT(ES6),VUE.JS,REACT.JS,ANGULARJS,GITHUB,BACK-END,FRONT-END,HTML5"
1030,[Node.js] Back-end 경력 채용,Back-end,0,"JAVASCRIPT,NODE.JS,MYSQL,GIT,EXPRESS JS,REDIS,PM2,BACK-END"
1031,DBA 경력 채용,Data-engineer,7,"MYSQL,MARIADB,POSTGRESQL,LINUX,DBMS 지식보유,SQL"
1032,[Node.js] Scrapping 플랫폼 경력 채용,Back-end,0,"JAVASCRIPT,NODE.JS,GIT,BACK-END,SITE SCRAPPING,정보보안,크롤링"
1033,[데이터뱅크] 시니어 백엔드 개발자님을 모십니다.,Back-end,0,"DJANGO,AWS,DJANGO REST FRAMEWORK,K8S,DOCKER"
1034,[경력] 데이터뱅크에서 개발팀장님을 모십니다.,CTO,19,"AMAZON AWS,GITHUB,VERCEL,REACT-NATIVE,REACT.JS,SENTRY,벡엔드 개발,BACK-END,DOCKER,DOCKER/KUBERNETES,CIRCLECI,DATADOG,DJANGO REST FRAMEWORK,MYSQL,REDUX"
1035,데이터뱅크에서 ReactNative 개발자를 구합니다,Mobile,5,"JAVASCRIPT,REACT,HTML5,CSS,FRONT-END,GITHUB,GIT,STYLED-COMPONENTS,REACTNATIVE"
1036,앱푸시 서비스 개발 전문가,Mobile,5,
1037,서비스 서버 개발 전문가,Back-end,0,
1038,웹프론트엔드 개발 전문가,Front-end,1,
1039,DBA 개발 전문가,Data-engineer,7,
1040,시스템 엔지니어 개발 전문가,DevOps,10,
1041,웹프론트엔드 개발 팀장,Front-end,1,
1042,데이터뱅크에서 백엔드 엔지니어를 구합니다,Back-end,0,"PYTHON,DJANGO,DJANGO REST FRAMEWORK,REDIS,DJANGO-CELERY,AMAZON AWS,BACK-END,GITHUB,GIT,서버관리,MYSQL,DOCKER,영어"
1043,데이터뱅크에서 프론트엔드 엔지니어를 구합니다,Front-end,1,"JAVASCRIPT,REACT,NODE.JS,HTML5,CSS,AMAZON AWS,FRONT-END,GITHUB,GIT,NEXT.JS,VERCEL"
1044,치맥과 소삼을 좋아하는  백엔드개발자 찾습니다.(채용시 마감),Back-end,0,"JQUERY,MYSQL,BACK-END,JAVA,RESTFULL,SWAGGER,BITBUCKET,SPRING-BOOT,BOOTSTRAP,GIT,FTP,REST API"
1045,Back-end 개발자,Back-end,0,"MYSQL,NODE.JS,AMAZON AWS,JAVASCRIPT,BACK-END,GIT,GITHUB,JAVA,서버관리"
1046,"수출입 물류 플랫폼 신입,주니어 개발자 (Back-end)",Back-end,0,
1047,"Computer vision, AI 머신러닝 연구원",Computer-vision,16,
1048,에어클래스 서비스 백엔드 (신입가능),Back-end,0,
1049,웹 Front-end 개발자,Front-end,1,"FRONT-END,JAVASCRIPT,TYPESCRIPT,HTML5,CSS3,REACT,REDUX,NODE.JS,AMAZON AWS,MYSQL,GIT"
1050,Android 개발자,Android,3,"ANDROID,JAVA,MYSQL,AMAZON AWS,JAVASCRIPT,GIT"
1051,Data Engineer,Data-engineer,7,"PYTHON,MYSQL,NODE.JS,AMAZON AWS,GIT,GITHUB"
1052,"Python,React 개발자",WEB/Full-stack,2,"ANDROID,IOS,PHP,PYTHON,MYSQL,NODE.JS,REACT,BACK-END,AMAZON AWS,BOOTSTRAP,GITHUB,GIT,KOTLIN,영어,일본어,독일어"
1053,"인턴 - Python,React 개발자",WEB/Full-stack,2,"ANDROID,IOS,PHP,PYTHON,MYSQL,NODE.JS,REACT,BACK-END,AMAZON AWS,BOOTSTRAP,GITHUB,GIT,KOTLIN,영어,일본어,독일어"
1054,[신입/경력] 안드로이드 앱 개발자 채용,Android,3,"IOS,ANDROID,GITHUB,안드로이드 앱개발,아이폰 앱개발"
1055,[경력] 블록체인 백엔드 엔지니어 채용,Block-chain,17,"BACK-END,AMAZON AWS,GOLANG,BLOCKCHAIN,BLOCKCHAIN DEVELOPERS,CLOUD-SERVER,SERVER MANAGEMENT,영어"
1056,[신입/경력] iOS 앱 개발자 채용,IOS,4,"IOS,ANDROID,GITHUB,아이폰 앱개발,안드로이드 앱개발"
1057,QA 엔지니어,QA/QC,23,"SELENIUM,APPIUM,POSTMAN,QA ENGINEER,QA 엔지니어,QA 테스터"
1058,프론트엔드 엔지니어,Front-end,1,"FRONT-END,JAVASCRIPT,HTML5,CSS3,REACT,프론트 엔드 개발,GIT"
1059,안드로이드 애플리케이션 엔지니어,Android,3,"ANDROID,KOTLIN,코틀린,안드로이드,안드로이드 앱개발,안드로이드개발자,ANDROID앱개발,어플리케이션 개발,안드로이드 개발,안드로이드개발,MVVM,RXJAVA,RXANDROID,모바일앱개발,MVP,REACTIVE,GOOGLE-PLAY-STORE,MOBILE APPLICATIONS"
1060,iOS 애플리케이션 엔지니어,IOS,4,"IOS,SWIFT,IOS 앱개발,IPHONE,모바일앱개발,SWIFT 개발 경험자"
1061,블록체인 플랫폼 개발 / 분산 플랫폼 개발,Block-chain,17,"JAVA,NODE.JS,블록체인,BLOCKCHAIN,P2P,BITCOIN,ETHEREUM,코인개발,지갑 개발,DAPP,TRACKER,SVN,TORRENT,JAVA/JSP,MOCKITO,JUNIT,HYPERLEDGER,이더리움,SOLIDITY,암호화화폐,비트코인,가상화폐,암호화폐,CRYPTOCURRENCYINSIGHT,알트코인,자바스크립트,자바개발자,BACK-END,AMAZON AWS,PLATFORM,SPRING,SPRING-FRAMEWORK,SPRING-BOOT,SPRINGFRAMEWORK,SPRINGBOOT,BLOCKCHAIN BUSINESS,CRYPTOGRAPHY,BLOCKCHAIN COMMUNITY,영어"
1062,Flutter 개발자분을 모집합니다 (1~2인),Mobile,5,"ANDROID,IOS,FLUTTER & DART,FLUTTER,GIT"
1063,모바일 앱 개발자 모집 (iOS/Android),Mobile,5,"ANDROID,IOS,JAVA,MYSQL,RXSWIFT,SWIFT,KOTLIN,JAVA/KOTLIN 혹은 SWIFT,REACT-NATIVE,APP STORE,GOOGLE-PLAY-STORE,MVVM,MVC,아이폰개발자,안드로이드개발자,모바일앱개발,IOS 앱개발,안드로이드 앱개발,ANDROID앱개발,코틀린,SWIFT 개발 경험자"
1064,QA/테스트 엔지니어,QA/QC,23,
1065,Python(Django) 개발자 (신입/경력),Back-end,0,"PYTHON,DJANGO,POSTGRESQL,AMAZON AWS,RESTFUL-API,APACHE,GITHUB,SLACK"
1066,Messenger 서비스기획자,CTO,19,"기획,서비스기획,서비스기획자,웹서비스기획,UI/UX기획"
1067,System Engineer,DevOps,10,"LINUX,WEB SERVER,LOAD-BALANCER"
1068,Messenger 클라이언트 프론트엔드개발자,Front-end,1,"JAVASCRIPT,REACT"
1069,백엔드개발자(PHP),PHP-dev,25,"PHP,PERCONA"
1070,"Messenger 백엔드개발자(PHP, Rest API)",PHP-dev,25,"PHP,REST API"
1071,"Messenger 백엔드개발자(Java Kotlin, Websocket)",JAVA-dev,21,"JAVA,KOTLIN,JVM"
1072,"에어클래스 iOS, iPadOS 앱 프로그래머",IOS,4,
1073,PHP 웹개발,PHP-dev,25,
1074,에어클래스 주니어 테크니컬 라이팅 / 서비스 기획자,Project-manager,13,
1075,Security Engineer 클라우드 보안이벤트 분석 및 침해대응,Security,15,
1076,프론트엔드개발자,Front-end,1,"HTML&CSS3,JAVASCRIPT(ES6+),REACT"
1077,인프라 엔지니어,DevOps,10,"STORAGE,GIT,REDIS,OPENVPN,DOCKER,GITHUB,CONTAINERS,MONGODB,JAVASCRIPT,NGINX,DEVOPS,소프트웨어아키텍처,BACK-END,NODE.JS,GOLANG,서버관리,AMAZON AWS"
1078,풀스택 개발자,WEB/Full-stack,2,"REDIS,BOOTSTRAP,NGINX,FRONT-END,CSS3,HTML5,GITHUB,NODE.JS,REACT,JQUERY,JAVASCRIPT,MONGODB,BACK-END,풀스택개발,AWS"
1079,AI R&D 엔지니어 (석사 이상),Machine-learning,9,"REACT,JAVASCRIPT,NODE.JS,풀스택개발,AWS,GITHUB,MONGODB,BOOTSTRAP,REDIS,NGINX,FRONT-END,BACK-END,CSS3,HTML5,JQUERY,AI"
1080,AI R&D 엔지니어 (산업기능요원 전직/보충역),Machine-learning,9,"REACT,JAVASCRIPT,NODE.JS,풀스택개발,AWS,GITHUB,MONGODB,BOOTSTRAP,REDIS,NGINX,FRONT-END,BACK-END,CSS3,HTML5,JQUERY"
1081,풀스택 개발자 (산업기능요원 전직/보충역),WEB/Full-stack,2,"REDIS,BOOTSTRAP,NGINX,FRONT-END,CSS3,HTML5,GITHUB,NODE.JS,REACT,JQUERY,JAVASCRIPT,MONGODB,BACK-END,풀스택개발,AWS"
1082,인프라 엔지니어 (석사 이상),DevOps,10,"GOLANG,AMAZON AWS,GIT,JAVASCRIPT,NODE.JS,DOCKER,CONTAINERS,MONGODB,STORAGE,REDIS,NGINX,OPENVPN,GITHUB,BACK-END,서버관리,DEVOPS,소프트웨어아키텍처"
1083,풀스택 개발자 (석사 이상),WEB/Full-stack,2,"REACT,JAVASCRIPT,NODE.JS,풀스택개발,AWS,GITHUB,MONGODB,BOOTSTRAP,REDIS,NGINX,FRONT-END,BACK-END,CSS3,HTML5,JQUERY"
1084,Frontend Developer,Front-end,1,"JQUERY,FRONT-END,CSS,HTML,JSON,JS"
